"","code","name","min_negotiated_price","max_negotiated_price"
"9345","CPT-95860","ndl emg 1 xtr w/wo related paraspinal areas",33.65,270.44
"9346","CPT-95861","ndl emg 2 xtr w/wo related paraspinal areas",24.59,394.79
"9347","CPT-95863","ndl emg 3 xtr w/wo related paraspinal areas",36.47,478.65
"9348","CPT-95864","ndl emg 4 xtr w/wo related paraspinal areas",64.81,511.04
"9349","CPT-95865","needle electromyography larynx",23.37,308.93
"9350","CPT-95866","needle electromyography hemidiaphragm",7.4,283.64
"9351","CPT-95867","needle electromyography cranial nrv muscle un",22.59,266.67
"9352","CPT-95868","needle electromyography cranial nrv muscle bi",27.31,354.72
"9353","CPT-95869","needle emg thrc paraspi musc excluding t1/t12",7.12,207.09
"9354","CPT-95870","needle emg lmtd std musc 1 xtr/non-limb uni/b",8.33,197.42
"9355","CPT-95872","needle emg w/1 fiber electrode quan meas jitt",23.6,507.84
"9356","CPT-95873","electrical stimulation guid w/chemodenervatio",7.15,180.29
"9357","CPT-95874","needle emg guid w/chemodenervation",7.15,190.67
"9358","CPT-95875","ischemic limb xers tst spec acquisj metab",37.99,317.94
"9359","CPT-95885","needle emg ea extremity w/paraspinl area limi",9.68,123.12
"9360","CPT-95886","needle emg ea extremty w/paraspinl area compl",23.9,189.67
"9361","CPT-95887","needle emg nonextremty mscles w/nerve conduct",20,169.6
"9362","CPT-95905","motor &/sens nrv cndj preconf eltrd array lim",1.48,152.51
"9363","CPT-95907","nerve conduction studies 1-2 studies",25.49,234.38
"9364","CPT-95908","nerve conduction studies 3-4 studies",30.76,289.04
"9365","CPT-95909","nerve conduction studies 5-6 studies",37.01,346.28
"9366","CPT-95910","nerve conduction studies 7-8 studies",47.74,467.7
"9367","CPT-95911","nerve conduction studies 9-10 studies",55.42,601.32
"9368","CPT-95912","nerve conduction studies 11-12 studies",62.7,734.95
"9369","CPT-95913","nerve conduction studies 13/> studies",70.17,868.58
"9370","CPT-95921","tstg ans funcj cardiovagal innervaj parasymp",12.48,188.32
"9371","CPT-95922","tstg ans funcj vasomotor adrenergic innervaj",12.48,239.54
"9372","CPT-95923","testing autonomic nervous system function",25.03,374.6
"9373","CPT-95924","tstg ans funcj parasymp&symp w/5 min pasive t",36.25,317.72
"9374","CPT-95925","short-latency somatosens ep std upr limbs",14.63,400.62
"9375","CPT-95926","short-latency somatosens ep std lwr limbs",15.02,387.38
"9376","CPT-95927","short-latency somatosens ep std trnk/head",14.63,390.55
"9377","CPT-95928","ctr motor ep std transcrnl motor stimj upr li",41.52,600.56
"9378","CPT-95929","ctr motor ep std transcrnl motor stimj lwr li",41.52,605.18
"9379","CPT-95930","visual ep testing cns except glaucoma w/i&r",13.31,351.46
"9380","CPT-95933","orbicularis oculi reflx electrodiagnostic tes",16.51,189.74
"9381","CPT-95937","neuromuscular junct tstg ea nrv any 1 meth",14.73,158.98
"9382","CPT-95938","short-latency somatosens ep std upr & low lim",22.02,683.15
"9383","CPT-95939","ctr motr ep std transcrnl motr stim upr&low l",61.91,1027.32
"9384","CPT-95940","ionm 1 on 1 in or w/attendance each 15 minute",21.62,82.5
"9385","CPT-95941","ionm remote/nearby/>1 patient in or per hour",71.51,273.1
"9386","CPT-95954","rx/physical eeg activaj phys/qhp attendance",18.4,1252.17
"9387","CPT-95955","eeg nonintracranial surgery",34.74,583.87
"9388","CPT-95957","digital analysis electroencephalogram",65.33,1016.45
"9389","CPT-95958","wada activation test hemispheric function w/e",64.4,1438.78
"9390","CPT-95961","funcjal cort&subcort mapg phys/qhp attnd init",55.8,773.33
"9391","CPT-95962","funcjal cort&subcort mapg phys/qhp attnd addl",49.68,655.45
"9392","CPT-95965","magnetoencephalography spon brain activity",226.08,1828.98
"9393","CPT-95966","magnetoencephalograpy evoked fields 1 modalit",112.76,474.97
"9394","CPT-95967","magnetoencephalograpy evoked fields each addl",98.85,416.62
"9395","CPT-95970","elec alys implt npgt phys/qhp w/o programming",12.8,48.85
"9396","CPT-95971","elec alys implt npgt smpl sp/pn npgt prgrmg",21.65,82.64
"9397","CPT-95972","elec alys implt npgt cplx sp/pn prgrmg",42.65,162.77
"9398","CPT-95976","elec alys implt smpl cn npgt prgrmg",28.22,107.69
"9399","CPT-95977","elec alys implt cplx cn npgt prgrmg",56.45,215.43
"9400","CPT-95981","elec alys nstim gen gastric sbsq w/o reprgrmg",Inf,-Inf
"9401","CPT-95983","elec alys implt brn npgt prgrmg 1st 15 min",35.7,136.25
"9402","CPT-95984","elec alys implt brn npgt prgrmg ea addl 15 mi",31.22,119.14
"9403","CPT-95990","refill&maintenance pump drug dlvr spinal/brai",53.62,207.85
"9404","CPT-95991","rfl&main implt pmp/rsvr dlvr spi/brn phy/qhp",21.7,82.83
"9405","CPT-95992","canalith repositioning procedure",18.4,97.03
"9406","CPT-96000","compre cptr mtn alys video taping 3d kinemati",53.88,208.72
"9407","CPT-96001","compre cptr mtn alys w/dyn plntr pres meas wa",52.59,248.98
"9408","CPT-96002","dyn surf emg walkg/funcjal actv 1-12 musc",11.49,48.48
"9409","CPT-96003","dyn fine wire emg walkg/funcjal actv 1 musc",10.38,45.2
"9410","CPT-96004","phys/qhp r&i cptr mtn alys walk/funcjl actv r",76.74,292.88
"9411","CPT-96020","test select & admn functl brain map phys/qhp",91.28,757.38
"9412","CPT-96040","medical genetics counseling each 30 minutes",16.71,131.37
"9413","CPT-96105","assessment aphasia w/interp & report per hour",61.28,233.87
"9414","CPT-96110","developmental screen w/scoring & doc std inst",7.33,199.39
"9415","CPT-96112","developmental tst admin phys/qhp 1st hour",79.53,303.5
"9416","CPT-96113","developmental tst admin phys/qhp ea addl 30 m",38.41,146.58
"9417","CPT-96116","neurobehavioral status xm phys/qhp 1st hour",64.54,246.31
"9418","CPT-96121","neurobehavioral status xm phys/qhp ea addl ho",53.58,204.48
"9419","CPT-96125","standardized cognitive performance testing",81.44,310.83
"9420","CPT-96127","behav assmt w/score & docd/stand instrument",4.04,15.41
"9421","CPT-96130","psychological tst eval svc phys/qhp first hou",74.56,284.54
"9422","CPT-96131","psychological tst eval svc phys/qhp ea addl h",56.72,216.45
"9423","CPT-96132","neuropsychological tst eval phys/qhp 1st hour",72.93,278.33
"9424","CPT-96133","neuropsychological tst eval phys/qhp ea addl",55.9,213.35
"9425","CPT-96136","psyl/nrpsycl tst phys/qhp 2+ tst 1st 30 min",16.95,64.68
"9426","CPT-96137","psycl/nrpsycl tst phys/qhp 2+ tst ea addl 30",13.21,50.41
"9427","CPT-96138","psycl/nrpsycl tst tech 2+ tst 1st 30 min",29.14,111.2
"9428","CPT-96139","psycl/nrpsycl tst tech 2+ tst ea addl 30 min",27.1,103.43
"9429","CPT-96146","psycl/nrpsycl tst elec platform auto result",1.63,6.23
"9430","CPT-96156","health behavior assessment/re-assessment",60.7,231.67
"9431","CPT-96158","health behavior ivntj indiv f2f 1st 30 min",41.27,157.49
"9432","CPT-96159","health behavior ivntj indiv f2f ea addl 15 mi",14.25,54.37
"9433","CPT-96160","pt-focused hlth risk assmt score doc stnd ins",25.69,98.05
"9434","CPT-96161","caregiver hlth risk assmt score doc stnd inst",3.8,98.05
"9435","CPT-96164","health behavior ivntj group f2f 1st 30 min",6.04,23.06
"9436","CPT-96165","health behavior ivntj group f2f ea addl 15 mi",2.63,10.03
"9437","CPT-96167","health behavior ivntj fam w/pt f2f 1st 30 min",44.18,168.6
"9438","CPT-96168","health behavior ivntj fam w/pt f2f ea add 15",15.69,59.89
"9439","CPT-96170","health behavior ivntj fam w/o pt f2f 1st 30 m",54.28,207.16
"9440","CPT-96171","health behavior ivntj fam w/o pt f2f ea addl",19.87,75.84
"9441","CPT-96360","iv infusion hydration initial 31 min-1 hour",28.21,149.41
"9442","CPT-96361","iv infusion hydration each additional hour",10.59,40.41
"9443","CPT-96365","iv infusion therapy/prophylaxis /dx 1st to 1",28.2,136.15
"9444","CPT-96366","iv infusion therapy prophylaxis/dx ea hour",15.12,57.71
"9445","CPT-96367","iv infusion ther proph addl sequential to 1 h",11.97,73.89
"9446","CPT-96368","iv nfs therapy prophylaxis/dx concurrent nfs",13.12,50.08
"9447","CPT-96369","subcutaneous infusion initial 1 hr w/pump set",125.1,543.35
"9448","CPT-96370","subcutaneous infusion each additional hour",11.07,42.23
"9449","CPT-96371","subq infusion additional pump infusion site",56.58,245.41
"9450","CPT-96372","therapeutic prophylactic/dx injection subq/im",8.24,39.73
"9451","CPT-96373","therapeutic prophylactic/dx njx intra-arteria",14.04,53.96
"9452","CPT-96374","ther proph/dx njx iv push single/1st sbst/dru",39.65,151.32
"9453","CPT-96375","therapeutic injection iv push each new drug",15.62,136
"9454","CPT-96376","ther proph/dx njx ea seql iv push sbst/drug f",13.51,51.55
"9455","CPT-96377","appl on-body injector for timed subq injectio",9.55,36.45
"9456","CPT-96401","chemotx admn subq/im non-hormonal anti-neo",50.41,227.92
"9457","CPT-96402","chemotx admn subq/im hormonal anti-neo",22.43,85.6
"9458","CPT-96405","chemotherapy administration intralesional </7",20.85,79.58
"9459","CPT-96406","chemotherapy administration intralesional > 7",30.6,116.77
"9460","CPT-96409","chemotx admn iv push tq 1/1st sbst/drug",77.92,297.39
"9461","CPT-96411","chemotx admn iv push tq ea sbst/drug",43.39,165.59
"9462","CPT-96413","chemotx admn iv nfs tq up 1 hr 1/1st sbst/dru",95.02,424
"9463","CPT-96415","chemotherapy admn iv infusion tq ea hr",21.16,116
"9464","CPT-96416","chemotx admn tq init prolng chemotx nfus pmp",90.91,346.94
"9465","CPT-96417","chemotx admn iv nfs tq ea seql nfs to 1 hr",49.43,188.65
"9466","CPT-96420","chemotherapy admin intra-arterial push tq",75.07,286.49
"9467","CPT-96422","chemotherapy admin intra-arterial infus </1 h",120.64,460.42
"9468","CPT-96423","chemotherapy admn intraarterial infusion ea h",55.62,212.28
"9469","CPT-96425","chemotx admn ia nfs > 8 hr prtble impltbl pmp",129.22,493.17
"9470","CPT-96440","chemotx admn pleural cavity req&w/thoracnts",95.83,365.74
"9471","CPT-96446","chemotx admn prtl cavity port/cath",14.43,55.08
"9472","CPT-96450","chemotx admn cns req spinal puncture",53.77,805.36
"9473","CPT-96521","refilling & maintenance portable pump",38.18,272.67
"9474","CPT-96522","refill&maintenance pump drug dlvr systemic",38.18,210.46
"9475","CPT-96523","irrigaj implntd venous access drug delivery s",17.59,67.12
"9476","CPT-96542","chemotx njx subarachnd/intraventr rsvr 1/mult",33.56,128.07
"9477","CPT-96549","unlisted chemotherapy procedure",3343.74,3343.74
"9478","CPT-96567","pdt dstr prmlg les skn illum/activj per day",64.69,311.54
"9479","CPT-96570","pdt ndsc abl abnor tiss via activj rx 30 min",31.06,118.52
"9480","CPT-96571","pdt ndsc abl abnor tiss via activj rx a 15 mi",13.97,59.15
"9481","CPT-96573","pdt dstr prmlg les skn illum/activj by phys/q",121.53,463.81
"9482","CPT-96574","debridement prmlg hyperkeratotic les w/pdt",155.44,593.21
"9483","CPT-96900","actinotherapy ultraviolet light",12.55,47.9
"9484","CPT-96902","mcrscp xm hair pluck/clip for cnts/struct abn",16.93,64.63
"9485","CPT-96910","photochemotx tar&uvb/petrolatum/uvb",46.4,274.11
"9486","CPT-96912","photochemotx psoralens&ultraviolet puva",52.76,211.02
"9487","CPT-96913","photochemotherapy dermatoses 4-8 hrs supervis",53.7,294.52
"9488","CPT-96920","laser skin disease psoriasis tot area <250 sq",36.96,141.06
"9489","CPT-96921","laser skin disease psoriasis 250-500 sq cm",37.32,142.44
"9490","CPT-96922","laser skin disease psoriasis >500 sq cm",67.34,257
"9491","CPT-97012","appl modality 1/> areas traction mechanical",8.2,31.31
"9492","CPT-97014","appl modality 1/> areas elec stimj unattended",6.64,25.34
"9493","CPT-97016","appl modality 1/> areas vasopneumatic devices",8.16,35.41
"9494","CPT-97018","appl modality 1/> areas paraffin bath",4.74,31.52
"9495","CPT-97022","application modality 1/> areas whirlpool",10,38.18
"9496","CPT-97024","application modality 1/> areas diathermy",3.04,28.13
"9497","CPT-97026","application modality 1/> areas infrared",3.19,12.16
"9498","CPT-97028","appl modality 1/> areas ultraviolet",3.5,30.55
"9499","CPT-97032","appl modality 1/> areas elec stimj ea 15 min",7.87,30.05
"9500","CPT-97033","appl modality 1/> areas iontophoresis ea 15 m",13.78,52.59
"9501","CPT-97034","appl modality 1/> areas contrast baths ea 15",7.5,28.61
"9502","CPT-97035","appl modality 1/> areas ultrasound ea 15 min",5.57,24.15
"9503","CPT-97036","appl modality 1/> areas hubbard tank ea 15 mi",18.86,73.52
"9504","CPT-97110","therapeutic px 1/> areas each 15 min exercise",14.43,55.08
"9505","CPT-97112","ther px 1/> areas each 15 min neuromusc reedu",15.26,58.25
"9506","CPT-97113","ther px 1/> areas each 15 min aqua ther w/xer",19.97,76.2
"9507","CPT-97116","ther px 1/> areas ea 15 min gait traing w/sta",12.7,48.47
"9508","CPT-97124","ther px 1/> areas each 15 minutes massage",11.97,45.67
"9509","CPT-97129","ther ivntj cog funcj cntct 1st 15 minutes",13.15,50.17
"9510","CPT-97130","ther ivntj cog funcj cntct ea addl 15 minutes",12.77,48.73
"9511","CPT-97140","manual therapy tqs 1/> regions each 15 minute",13.47,51.41
"9512","CPT-97150","therapeutic procedures group 2/> individuals",9.46,36.1
"9513","CPT-97151","behavior id assessment by phys/qhp ea 15 min",24.81,103.05
"9514","CPT-97152","behavior id support assmt by 1 tech ea 15 min",20.25,77.29
"9515","CPT-97153","adaptive behavior tx by protocol tech ea 15 m",15.19,57.97
"9516","CPT-97154","group adaptive bhv tx by protocol tech ea 15",15.19,57.97
"9517","CPT-97155","adapt bhv tx prtcl modificaj phys/qhp ea 15 m",20.25,77.29
"9518","CPT-97156","family adapt bhv tx gdn phys/qhp ea 15 min",20.25,77.29
"9519","CPT-97157","multiple fam group bhv tx gdn phys/qhp ea 15",20.25,77.29
"9520","CPT-97158","grp adapt bhv prtcl modifcaj phys/qhp ea 15 m",20.25,77.29
"9521","CPT-97161","physical therapy evaluation low complex 20 mi",45.74,174.57
"9522","CPT-97162","physical therapy evaluation mod complex 30 mi",48.61,185.5
"9523","CPT-97163","physical therapy evaluation high complex 45 m",51.46,196.4
"9524","CPT-97164","physical therapy re-eval est plan care 20 min",31.29,119.4
"9525","CPT-97165","occupational therapy eval low complex 30 mins",48.66,185.71
"9526","CPT-97166","occupational therapy eval mod complex 45 mins",47,179.39
"9527","CPT-97167","occupational therapy eval high complex 60 min",49.77,189.96
"9528","CPT-97168","occupational ther re-eval est plan care 30 mi",32.28,123.19
"9529","CPT-97169","athletic training eval low complex 15 mins",Inf,-Inf
"9530","CPT-97170","athletic training eval mod complex 30 mins",Inf,-Inf
"9531","CPT-97171","athletic training eval high complex 45 mins",Inf,-Inf
"9532","CPT-97172","athletic training re-eval est plan care 20 mi",Inf,-Inf
"9533","CPT-97530","therapeut actvity direct pt contact each 15 m",15.95,60.89
"9534","CPT-97533","sensory integrative techniques each 15 minute",20.54,104.07
"9535","CPT-97535","self-care/home mgmt training each 15 minutes",18.86,72.36
"9536","CPT-97537","community/work reintegration traing ea 15 min",16.18,61.74
"9537","CPT-97542","wheelchair mgmt ea 15 min",13.76,52.52
"9538","CPT-97545","work hardening/conditioning 1st 2 hr",117.65,449
"9539","CPT-97546","work hardening/conditioning each hour",58.83,224.51
"9540","CPT-97597","debridement open wound 20 sq cm/<",17.57,106.76
"9541","CPT-97598","debridement open wound each additional 20 sq",8.27,135.26
"9542","CPT-97602","rmvl devital tiss n-slctv dbrdmt w/o anes 1 s",23.91,91.25
"9543","CPT-97605","negative pressure wound therapy dme <= 50 sq",13.54,70.34
"9544","CPT-97606","negative pressure wound therapy dme >50 sq cm",14.93,68.75
"9545","CPT-97607","neg pressure wound therapy non dme <= 50 sq c",12.4,49.7
"9546","CPT-97608","neg pressure wound therapy non dme >50 sq cm",13.92,54.81
"9547","CPT-97610","low frequency non-thermal ultrasound per day",7.78,29.7
"9548","CPT-97750","physical performance test/meas w/reprt ea 15",16.51,63.02
"9549","CPT-97755","asstv technol assmt dir cntct w/reprt ea 15 m",16.07,72.98
"9550","CPT-97760","orthotics mgmt & traing initial enctr ea 15 m",20.03,76.43
"9551","CPT-97761","prosthetics training initial enctr ea 15 mins",16.86,64.35
"9552","CPT-97763","orthotics/prosth mgmt &/traing sbsq enctr 15",20.49,78.19
"9553","CPT-97802","medical nutrition assmt&ivntj indiv each 15 m",15.82,60.36
"9554","CPT-97803","medical nutrition re-assmt&ivntj indiv ea 15",13.51,51.57
"9555","CPT-97804","medical nutrition therapy grp2/ indiv ea 30 m",7.16,27.63
"9556","CPT-97810","acupuncture 1/> ndles w/o elec stimj init 15",17.93,68.45
"9557","CPT-97811","acupuncture 1/> ndls w/o elec stimj ea 15 min",14.88,56.79
"9558","CPT-97813","acupuncture 1/> ndls w/elec stimj 1st 15 min",19.36,73.9
"9559","CPT-97814","acup 1/> ndls w/elec stimj ea 15 min w/re-ins",16.51,63.02
"9560","CPT-98925","osteopathic manipulative tx 1-2 body regions",11.41,46.85
"9561","CPT-98926","osteopathic manipulative tx 3-4 body regions",17,76.01
"9562","CPT-98927","osteopathic manipulative tx 5-6 body regions",22.39,92.09
"9563","CPT-98928","osteopathic manipulative tx 7-8 body regions",28.49,108.74
"9564","CPT-98929","osteopathic manipulative tx 9-10 body regions",34.23,130.63
"9565","CPT-98940","chiropractic manipulative tx spinal 1-2 regio",9.54,36.43
"9566","CPT-98941","chiropractic manipulative tx spinal 3-4 regio",14.1,53.8
"9567","CPT-98942","chiropractic manipulative tx spinal 5 regions",18.62,71.08
"9568","CPT-98943","chiropractic manipltv tx extraspinal 1/> regi",9.48,38.66
"9569","CPT-98960","education&training self-mgmt nonphys 1 pt",16.56,68.66
"9570","CPT-98961","education&training self-mgmt nonphys 2-4 pts",6.62,33.87
"9571","CPT-98962","education&training self-mgmt nonphys 5-8 pts",6.37,29.58
"9572","CPT-98966","nonphysician telephone assessment 5-10 min",18,48
"9573","CPT-98967","nonphysician telephone assessment 11-20 min",14.13,53.92
"9574","CPT-98968","nonphysician telephone assessment 21-30 min",14.13,53.92
"9575","CPT-98970","qnhp ol digital assmt&mgmt est pt <7 d 5-10 m",18,48
"9576","CPT-98971","qnhp ol digital assmt&mgmt est pt <7 d 11-20",18,48
"9577","CPT-98972","qnhp ol digital assmt&mgmt est pt <7 d 21+ mi",18,48
"9578","CPT-99000","handlg&/or convey of spec for tr office to la",1.86,7.11
"9579","CPT-99001","handlg&/or convey of spec for tr from pt to l",2.7,10.31
"9580","CPT-99002","handle/convey/any oth svc device fit phys/qhp",12.42,47.4
"9581","CPT-99024","postop follow up visit related to original px",37.26,78.57
"9582","CPT-99050","services provided office oth/thn reg sched ho",9.19,47.4
